"","","","","par1","par2"
"cv",5,1,17.6071277213402,3.13872396284854,-2.12308730707536
"cv",5,2,12.0023695646611,3.11525546814114,-2.00735369674199
"cv",5,3,13.8399506188191,3.1370385585249,-2.00195758516549
"cv",5,4,15.5476155690288,3.21200243994459,-2.04497332650993
"cv",5,5,18.9591034418651,3.11902784004332,-2.27320473190815
"cv",5,6,15.9121638016303,3.17925292836841,-2.050243082777
"cv",5,7,10.3147694530633,3.12971678169073,-2.04790037544527
"cv",5,8,13.5327737044441,2.93881960746294,-2.09933561770153
"cv",10,1,33.2176115845751,3.99999999999934,-1.96498389102547
"cv",10,2,32.9391018564297,3.99999999999483,-1.98607964388464
"cv",10,3,29.9493321899087,3.99999999999132,-1.98715639530035
"cv",10,4,33.1072523719436,3.99999999999931,-1.94784203912403
"cv",10,5,35.5570449814014,3.99999999999389,-2.06547096683921
"cv",10,6,25.7035252336099,3.9999999999939,-1.87073325792359
"cv",10,7,23.016685290158,3.99999999998891,-1.9227915139904
"cv",10,8,31.0866234221723,3.99999953155456,-1.95068948580893
