"","","","","par1","par2"
"cv",5,1,15.1956229111728,1.63874100526652,-3.20807197998956
"cv",5,2,15.2859428719777,-0.284249655382046,-2.07874800557382
"cv",5,3,16.7150161643834,1.6155819776973,-3.16980863056454
"cv",5,4,21.9070829762343,1.84393611309859,-3.25123365761485
"cv",5,5,15.4718628774398,-0.297832007232791,-2.10342085568616
"cv",5,6,15.1761020986638,1.63393175503425,-3.12637153565038
"cv",5,7,17.6564745637367,-0.261978951471642,-2.14065349896401
"cv",5,8,14.972668473987,1.6080784105096,-3.17402876995952
"cv",10,1,28.5900693838496,-0.187074050432701,-2.25513449210416
"cv",10,2,34.0168885019313,-0.199971569595532,-2.37428132068918
"cv",10,3,31.3452556018074,-0.164119953798786,-2.34744154867269
"cv",10,4,31.5745488485296,-0.185932358667837,-2.31918227542115
"cv",10,5,26.9833196576711,-0.190690436971968,-2.23251414125909
"cv",10,6,32.7590343699332,-0.222792901385115,-2.33219954451489
"cv",10,7,29.0764845917515,-0.206071397685567,-2.29093406305889
"cv",10,8,28.4781549886218,-0.167626219159749,-2.26039265222987
