"","","","","par1","par2","par3"
"cv",5,1,17.000187273689,2.68964108271763,-4.99853240468258,-4.89590049305033
"cv",5,2,18.5813800471426,-4.99960800360927,-1.83464487824648,-2.04763531865865
"cv",5,3,14.5936094652662,2.16749641012653,-4.99953134344482,-4.48967521518911
"cv",5,4,14.7810109208484,2.59567859495144,-4.99984058908743,-4.78419736785208
"cv",5,5,18.1287583273826,2.69429406599476,-4.99954761817707,-4.9362979473768
"cv",5,6,15.9950219551929,2.53852949612986,-4.99999455676226,-4.81811069929516
"cv",5,7,21.6330907174165,-4.99995051176799,3.80045206790616,3.57356377895784
"cv",5,8,18.0701260945784,2.69513848637186,-4.99994984643112,-4.93728416759763
"cv",10,1,29.3991500266318,-4.99996534545435,-1.53766140249719,-1.590130675368
"cv",10,2,33.742912869146,-4.99998843277818,-1.37648394886471,-1.51901363483763
"cv",10,3,32.051822883793,-4.99988161128897,-1.32325566536462,-1.45678513305711
"cv",10,4,27.5657929493397,-4.99998964518417,-1.6899522202982,-1.68327527119114
"cv",10,5,33.0781813806653,-4.99997331789655,-1.37153303006877,-1.5199410900798
"cv",10,6,32.3191299508805,-4.99991183248647,-1.31049786950385,-1.44195087880358
"cv",10,7,31.2701678757245,-4.9999896073323,-1.17940740740633,-1.28567849703176
"cv",10,8,34.5682702313487,-4.99946309955381,3.800366948378,3.6771702192318
