"","V1","V2","V3","V4"
"cv",5,1,17.8048928047161,-0.0492928444742913
"cv",5,2,17.8918823750144,-0.0328152071533656
"cv",5,3,16.7311614334016,2.27720556937283
"cv",5,4,18.2173951128275,-0.0970337501520314
"cv",5,5,16.9137647700803,0.229965619028913
"cv",5,6,17.0594502024464,0.161598389008368
"cv",5,7,16.5094133207796,0.444715745623739
"cv",5,8,16.5090867735112,0.445308041260354
"cv",10,1,34.0373818927843,4.9999549979434
"cv",10,2,34.0155955327753,4.99993226854947
"cv",10,3,34.0230083382634,4.99992963799574
"cv",10,4,34.0084138336622,4.99993433012308
"cv",10,5,34.0153725729716,4.99993223891124
"cv",10,6,34.0084070957204,4.99993405273702
"cv",10,7,34.0191921687256,4.99993117124979
"cv",10,8,34.0032434841473,4.99993571971658
