"","V1","V2","V3","V4"
"cv",5,1,16.1001496956831,-0.45928703445599
"cv",5,2,16.7919276329276,-0.514432306559363
"cv",5,3,15.4683023962407,-0.399251035663101
"cv",5,4,15.0038143531431,-0.354708355731628
"cv",5,5,18.6176962286948,-0.591660072285819
"cv",5,6,18.8923275469484,-0.616215175697022
"cv",5,7,14.0676245974791,-0.228266523836888
"cv",5,8,16.2420621963821,-0.459515824719892
"cv",10,1,28.2870944504592,-0.477998826397407
"cv",10,2,32.9296785898654,-0.647969783705985
"cv",10,3,31.0058521202253,-0.593300520990798
"cv",10,4,32.7287456010824,-0.644822184534083
"cv",10,5,33.4245261258452,-0.664440798062104
"cv",10,6,31.3128484489005,-0.601982589616258
"cv",10,7,36.9446280307739,-0.73372093374431
"cv",10,8,30.7520382705101,-0.580176489946965
