"","","","","par1","par2"
"cv",5,1,16.6177885595911,-4.48993111996454,0.500503094214883
"cv",5,2,16.6177728368302,-2.08542769914292,0.448371401520728
"cv",5,3,24.7663592091577,0.776570786261784,-4.39869743280764
"cv",5,4,16.6177759624541,1.67838365958202,-2.05627890819749
"cv",5,5,16.6177908990227,0.185297879310905,-0.136830860662918
"cv",5,6,16.6177921215426,-0.309600561508952,0.131902899375612
"cv",5,7,16.617790471917,-3.93889378441722,0.496799031820844
"cv",5,8,16.6177904580257,-4.29805287731328,0.499445572619151
"cv",10,1,32.8812579554738,-4.99999999999155,0.960498348013942
"cv",10,2,32.8812579929943,-4.99999999999556,0.960498396636581
"cv",10,3,42.503351234253,3.08931591495792,-4.96313024369166
"cv",10,4,33.7979129006116,-4.99999999999661,0.743035489025054
"cv",10,5,33.8795314308799,-4.99999999999043,0.732812739538172
"cv",10,6,32.8812579826614,-4.99999999999776,0.960498383246322
"cv",10,7,33.7694463195324,-4.99999999999952,0.746870390824606
"cv",10,8,32.8812579591597,-4.99999999998822,0.960498352790551
