"","V1","V2","V3","V4"
"cv",5,1,18.5493958106792,-0.471699723565693
"cv",5,2,15.9503237488805,-0.152737718117533
"cv",5,3,17.24039912708,-0.362963273807048
"cv",5,4,15.9503237488805,-0.152737718117533
"cv",5,5,15.8174842919651,-0.0795237715241944
"cv",5,6,16.5575515688365,-0.30106967383718
"cv",5,7,16.2092530973142,-0.213660052819551
"cv",5,8,17.2688362994283,-0.364626670046916
"cv",10,1,34.0167239124298,4.99994047957596
"cv",10,2,34.0153761847847,4.99994062851009
"cv",10,3,34.0342436280922,4.99993709075237
"cv",10,4,34.0164940532772,4.99994042143465
"cv",10,5,34.0090821124164,4.99994122054469
"cv",10,6,34.0434534548812,4.99993469478141
"cv",10,7,34.0306488706673,4.99993794838681
"cv",10,8,34.0032417049006,4.99994213166286
