"","","","","par1","par2"
"cv",5,1,16.0075318527439,-4.999999999998,-1.246336829897
"cv",5,2,16.0252593304961,-4.99999999999487,-1.2733357589944
"cv",5,3,15.4311873549968,-4.9999999999984,-1.22799519410417
"cv",5,4,15.8547538775681,-4.99999999999667,-1.25795734474548
"cv",5,5,14.8415470530669,-4.99999999999815,-1.19894154947152
"cv",5,6,13.7101580288862,-4.99999999999889,-1.18702660203102
"cv",5,7,14.8130920057495,-4.99999999998949,-1.22275881929902
"cv",5,8,12.2210918696214,-4.99999999999968,-1.12873439616136
"cv",10,1,29.4603425880569,-4.99999999999398,-1.22360132816438
"cv",10,2,33.9653722157842,-2.65310117019548,-1.30383334325617
"cv",10,3,28.3892458010546,-3.17689400933326,-1.21473293118573
"cv",10,4,24.4388329542623,-2.82130060384391,-1.14958551536814
"cv",10,5,32.7512633836158,-2.8372833639139,-1.29912882811131
"cv",10,6,29.8799502344753,-3.031406552273,-1.2638401580321
"cv",10,7,27.7256931897545,-3.10449851861479,-1.19571412178075
"cv",10,8,33.1027666602708,-2.91284251758969,-1.29776401854523
