"","","","","par1","par2"
"cv",5,1,16.6655962218459,2.31508561600057,-1.804157296947
"cv",5,2,16.9920850690967,2.23639318408647,-1.78227721323035
"cv",5,3,14.7261692062456,2.07738572625704,-1.74928070019179
"cv",5,4,12.1475062451776,2.34140785241553,-1.7083600314037
"cv",5,5,10.7334319644667,2.09962036990293,-1.68367746164777
"cv",5,6,9.47003744101976,2.21950572435633,-1.71566340772799
"cv",5,7,14.5350282331999,2.22165892272904,-1.77583010855286
"cv",5,8,10.7891035228109,2.06344898121788,-1.71583562531805
"cv",10,1,33.8692618052991,2.07179389473169,-1.39377288816871
"cv",10,2,29.9308393879786,0.245198000220328,-1.60146394660272
"cv",10,3,35.8461487720524,0.20869752913332,-1.70253891703723
"cv",10,4,38.5794018362201,2.08481008038423,-1.56334031908161
"cv",10,5,29.362645481208,0.181370559213377,-1.59435114811951
"cv",10,6,29.2881822358169,0.234459773200834,-1.59485749487534
"cv",10,7,31.442367467463,0.210379377853641,-1.62291148550347
"cv",10,8,30.4416980351845,0.190391487262978,-1.61407120299507
