"","V1","V2","V3","V4"
"cv",5,1,9.63935660222221,-1.64911899828538
"cv",5,2,6.36567241331356,-1.59137866745932
"cv",5,3,6.32480951440745,-1.59306051422598
"cv",5,4,8.7955194610572,-1.63331466475253
"cv",5,5,10.1178399251084,-1.65455809162206
"cv",5,6,17.8595302442502,-1.78684610256406
"cv",5,7,6.25091115435879,-1.59551498310956
"cv",5,8,6.30798213939152,-1.59372023187954
"cv",10,1,21.0611691665614,-1.40641351180248
"cv",10,2,16.8168168537575,-1.3739989704607
"cv",10,3,16.2516799389582,-1.36831396276666
"cv",10,4,26.5115358819745,-1.44649822013993
"cv",10,5,22.0926282301057,-1.41389410195052
"cv",10,6,28.6535773434085,-1.45952388700667
"cv",10,7,22.0619665014167,-1.41430419289059
"cv",10,8,20.5711697638085,-1.40482657349548
