"","V1","V2","V3","V4"
"cv",5,1,13.5534511603584,-0.676521890396564
"cv",5,2,13.4006908775795,-0.679907820281801
"cv",5,3,13.1367393680367,-0.668015874490429
"cv",5,4,20.0870629706751,-0.868532788350287
"cv",5,5,12.9243533756743,-0.642853166159198
"cv",5,6,14.8596035739368,-0.715716561898344
"cv",5,7,16.4154869165079,-0.770581319624306
"cv",5,8,19.2939024138766,-0.847743671698875
"cv",10,1,35.0616301973034,-0.465384070199987
"cv",10,2,35.3094454387752,-0.479776622608699
"cv",10,3,31.5395284553918,-0.312799434328988
"cv",10,4,32.5073728883876,-0.36308686997379
"cv",10,5,31.5137129378597,-0.323774077048792
"cv",10,6,33.4976777546865,-0.414186357546894
"cv",10,7,31.2258787506353,-0.303049621532802
"cv",10,8,32.1720773123167,-0.353671091837319
