"","","","","par1","par2"
"cv",5,1,16.7302431728126,-4.98417436334266,-1.71588396366612
"cv",5,2,16.7362618724764,-4.99999999999252,-1.71895335745827
"cv",5,3,16.7724185951796,-4.99999999999158,-1.74202050442928
"cv",5,4,16.8101197305729,-4.99999999998992,-1.77070080365092
"cv",5,5,16.7247758522027,-4.99999999998926,-1.71242721493589
"cv",5,6,16.8077553397278,-4.94513712357792,-1.76862923498899
"cv",5,7,16.7089629271064,-4.99999999998958,-1.70413400872551
"cv",5,8,16.7000142178043,-4.99808636562844,-1.69835138108657
"cv",10,1,35.2385266621319,-4.99999999999916,-1.90811856550688
"cv",10,2,32.6077701041662,-2.66463575695453,-1.84410002223209
"cv",10,3,32.8314077649848,-2.62238998145213,-1.86119067086756
"cv",10,4,32.7792524887856,-2.5615492146031,-1.86663744026901
"cv",10,5,32.8918806607325,-2.6155249113105,-1.87857646062863
"cv",10,6,32.9236080059631,-2.48786718888321,-1.882537298443
"cv",10,7,32.9332250325871,-2.57814172127937,-1.88754896952747
"cv",10,8,33.094937612226,-2.51149475894696,-1.90496378119131
