"","V1","V2","V3","V4"
"cv",5,1,16.353698885067,-0.128562910036097
"cv",5,2,16.7419460990138,-0.211759395404882
"cv",5,3,17.6452848591015,-0.317405692897203
"cv",5,4,15.348157029035,0.176878326305367
"cv",5,5,15.5830197563169,0.0259290386417097
"cv",5,6,18.0644152842068,-0.339731147397297
"cv",5,7,17.9440533174304,-0.338154425756599
"cv",5,8,16.6379340080032,-0.191250699939564
"cv",10,1,35.974765492077,-0.739620038626002
"cv",10,2,27.5027124557139,-0.524676389980266
"cv",10,3,36.3708993748437,-0.745026608317784
"cv",10,4,27.5398405246735,-0.530956480191379
"cv",10,5,30.6680946222302,-0.625099670370748
"cv",10,6,37.2188117941667,-0.750776405003786
"cv",10,7,30.7459118165453,-0.623197258201553
"cv",10,8,30.0131715065978,-0.610985326331407
