"","","","","par1","par2"
"cv",5,1,16.7859455512428,3.99999999999908,-0.210746728304744
"cv",5,2,14.3957734566221,3.99999999999992,-0.156296781237985
"cv",5,3,11.5538465270959,3.99999999999801,-0.0830223218421375
"cv",5,4,20.0250893111966,3.99999999999696,-0.271765139959103
"cv",5,5,14.1754233851989,3.99999999999937,-0.156982028040546
"cv",5,6,13.6886833611246,3.99999999999993,-0.138759064952234
"cv",5,7,10.6646014429483,3.99999999999968,-0.0558845822773172
"cv",5,8,15.3577414937495,3.99999999999949,-0.179231372192856
"cv",10,1,22.8086860863045,3.99999999999997,-0.35684654173542
"cv",10,2,26.8490391364152,3.99999999999956,-0.388267742693773
"cv",10,3,27.688911631504,3.9999999999998,-0.400702079550607
"cv",10,4,34.9993375048603,3.99999999999989,-0.454051561950865
"cv",10,5,27.0254158049049,3.99999999999624,-0.393403964928278
"cv",10,6,21.1088322206603,3.99999999999994,-0.345237959891102
"cv",10,7,18.7754925254753,3.99999999999984,-0.322452397710363
"cv",10,8,28.0927092451923,3.99999999999985,-0.403008643387724
