"","","","","par1","par2"
"cv",5,1,16.9117090537104,-0.0919935456221757,-1.97245816462281
"cv",5,2,18.6878615259896,2.38516010920242,-0.94181012784148
"cv",5,3,15.483091925438,2.38831937718845,-0.752020742953625
"cv",5,4,15.898958324321,2.35013496947691,-0.673964573752257
"cv",5,5,18.1668921696181,2.42002821826136,-0.958669121740378
"cv",5,6,17.0217236040325,2.39171036406667,-0.895256100615689
"cv",5,7,17.485446430645,2.37261203418585,-0.839949038158629
"cv",5,8,15.1736738843606,2.38373952765879,-0.635873353144234
"cv",10,1,32.5465146784534,-0.264241337521725,-1.36789187586323
"cv",10,2,33.9254863012522,-0.238372417721673,-1.5285591267232
"cv",10,3,32.3867301443263,-0.239251928317691,-1.35417410655251
"cv",10,4,36.3978039454246,-0.21619476273504,-1.68489180949462
"cv",10,5,34.1961833720819,-0.28808720232294,-1.56719730322088
"cv",10,6,32.79203418664,-0.212736530739749,-1.41124462648187
"cv",10,7,32.8743976881933,-0.209675410377905,-1.40945701419386
"cv",10,8,32.1282415829905,-0.233276525329358,-1.29538610622081
