"","V1","V2","V3","V4"
"cv",5,1,18.6631102241803,-0.687985283176198
"cv",5,2,17.2083475559837,-0.639057808915938
"cv",5,3,17.1295257378858,-0.608187676603014
"cv",5,4,15.3452477542478,-0.53760721773415
"cv",5,5,15.633171994284,-0.554404420796049
"cv",5,6,13.8262780005713,-0.431647181298204
"cv",5,7,14.9500107955389,-0.499869156297071
"cv",5,8,15.6364506269308,-0.543511608052057
"cv",10,1,30.5218523071116,-0.498622471778701
"cv",10,2,31.6551378912821,-0.532908472303439
"cv",10,3,34.0225151867982,-0.596860207500478
"cv",10,4,33.1424364813481,-0.575391619510096
"cv",10,5,32.1965509794706,-0.55796989659401
"cv",10,6,32.9185827598346,-0.569967301138543
"cv",10,7,30.7749194952515,-0.517235113575453
"cv",10,8,32.0847950919689,-0.555532529453705
