"","","","","par1","par2","par3"
"cv",5,1,5.7772940535718,-0.709774720225974,-0.676114276750474,-4.99999946490349
"cv",5,2,12.6888152496256,-0.712339912191856,-0.66808248696625,-4.99999696349941
"cv",5,3,11.3061932863015,-0.713726621049832,-0.676063783790081,-4.99999999429104
"cv",5,4,12.2601780090907,-0.70627249737966,-0.679857906212602,-4.99999998748847
"cv",5,5,13.8419072345394,-0.71003202231784,-0.676027039186598,-4.99999994927689
"cv",5,6,5.2752075160564,-0.698326619024105,-0.690563107242893,-4.99999995927061
"cv",5,7,9.38896688079955,-0.715111856416406,-0.67031014049255,-4.99999999386223
"cv",5,8,12.6680407200695,-0.683278586410804,-0.656824782233563,-4.99999970531625
"cv",10,1,27.8693188810742,-0.698138560780173,-0.657711015114937,-4.99999999333607
"cv",10,2,20.3387382546044,-0.725634184024994,-0.644306737963251,-4.99999983217718
"cv",10,3,21.7005078412265,-0.699410440801374,-0.653573943534769,-4.99999997592408
"cv",10,4,22.9949575698942,-0.710514946169346,-0.644365020652775,-4.99999999618787
"cv",10,5,14.1451790872571,-0.729858999560887,-0.633260166197879,-4.99999920738192
"cv",10,6,20.5485697501453,-0.719013551170291,-0.650020383264673,-4.99999984497016
"cv",10,7,15.4352959151318,-0.767687370253443,-0.648993916969021,-4.99999999894841
"cv",10,8,29.5163202859114,-0.726900410787947,-0.640016906086811,-4.99999996720451
