"","V1","V2","V3","V4"
"cv",5,1,13.8307040669889,-0.443626560307288
"cv",5,2,16.6277953763561,-0.59947086150845
"cv",5,3,15.4332116777972,-0.555043355827639
"cv",5,4,14.8849312200391,-0.510119664303483
"cv",5,5,17.9690073853929,-0.652361703273874
"cv",5,6,19.9909780921953,-0.70607142039573
"cv",5,7,15.4664321965894,-0.538866680171031
"cv",5,8,13.9606659571915,-0.461685039561522
"cv",10,1,32.2292520446242,-0.292664946920391
"cv",10,2,33.0364639523274,-0.336993428190383
"cv",10,3,31.3985818588361,-0.241610697734555
"cv",10,4,32.3614727879909,-0.310289807791765
"cv",10,5,30.7120757589454,-0.196095813657674
"cv",10,6,38.6404247070778,-0.529778442572987
"cv",10,7,30.566412033113,-0.179689326743639
"cv",10,8,36.7961780582161,-0.475417789829273
