"","V1","V2","V3","V4"
"cv",5,1,13.9584268629171,-0.96642775200018
"cv",5,2,16.0861601883419,-1.01172836202683
"cv",5,3,12.5493234577713,-0.931668657369449
"cv",5,4,10.7820581111916,-0.875666189210883
"cv",5,5,12.5215713454569,-0.93151466638101
"cv",5,6,15.4599922938555,-0.999765324022828
"cv",5,7,13.9298546763292,-0.961510155589681
"cv",5,8,20.0134136262626,-1.08305355365488
"cv",10,1,33.2197786040178,-0.608922800950745
"cv",10,2,29.8182358839195,-0.502493251077664
"cv",10,3,35.5487444516356,-0.662430624031969
"cv",10,4,29.4791904824689,-0.495577519021077
"cv",10,5,34.1899645578792,-0.631895371574767
"cv",10,6,26.9470919861371,-0.368149771913232
"cv",10,7,35.8877836789468,-0.671191781383174
"cv",10,8,32.8393695662287,-0.598439705608452
