"","V1","V2","V3","V4"
"cv",5,1,14.8212398249891,-0.645009437115649
"cv",5,2,15.389800427767,-0.661365092629633
"cv",5,3,15.2000575880496,-0.656085114813745
"cv",5,4,18.3534133920391,-0.778238610941937
"cv",5,5,15.7772098489357,-0.686941344008991
"cv",5,6,13.2563411520167,-0.570194333168559
"cv",5,7,17.0209956399274,-0.729876787151689
"cv",5,8,15.3174134253925,-0.669884592937081
"cv",10,1,30.5419667291283,-0.568854827644882
"cv",10,2,29.7718152531259,-0.556980600769222
"cv",10,3,31.6386534720549,-0.607387410398357
"cv",10,4,32.227838814076,-0.634236014411854
"cv",10,5,32.4248689754459,-0.629346933737197
"cv",10,6,33.6081319393324,-0.669199323414001
"cv",10,7,32.6165181493368,-0.635997790653739
"cv",10,8,33.1279970085539,-0.636462790740622
