"","","","","par1","par2"
"cv",5,1,11.1907621824309,-4.99999999999889,-0.307578291472325
"cv",5,2,14.8639415236673,-4.99999999998997,-0.379643369919831
"cv",5,3,14.6546404557361,-4.99999999999858,-0.371824034771466
"cv",5,4,17.1356858709693,-4.99999999999876,-0.410066981960975
"cv",5,5,9.79301170670621,-4.99999999999845,-0.293141451669224
"cv",5,6,10.3626060013305,-4.99999999999922,-0.30229469973038
"cv",5,7,16.6886341729864,-4.99999999999198,-0.407242937011479
"cv",5,8,13.2855777855425,-4.99999999999921,-0.352936778205611
"cv",10,1,24.0667581380811,-4.99999999999952,-0.366999319994697
"cv",10,2,35.1835144847735,-4.99999999999766,-0.456979521888219
"cv",10,3,20.4577234372928,-4.99999999999858,-0.327477665268354
"cv",10,4,29.0677655701237,-4.99999999999783,-0.421514688200322
"cv",10,5,31.1304813963081,-4.99999999999048,-0.435103074589093
"cv",10,6,25.8260725015604,-4.99999999998865,-0.353984114483287
"cv",10,7,28.0472335416749,-4.99999999999368,-0.403723504379977
"cv",10,8,27.1861034445282,-4.99999999999795,-0.405100002795656
