"","V1","V2","V3","V4"
"cv",5,1,16.3605568035996,-0.972006910177052
"cv",5,2,15.1877026271744,-0.949149696614184
"cv",5,3,14.7978230322055,-0.934853889308619
"cv",5,4,13.0420179494663,-0.890991273310252
"cv",5,5,15.8425247203889,-0.963493837550528
"cv",5,6,13.9937113308345,-0.916948849972107
"cv",5,7,11.5278885754961,-0.843924993362721
"cv",5,8,16.1264313139,-0.966138378819457
"cv",10,1,28.3619809731736,-0.758014471649028
"cv",10,2,29.8530341452601,-0.788074873236792
"cv",10,3,26.4743735894274,-0.714799642992869
"cv",10,4,33.4714331182324,-0.843071135804412
"cv",10,5,30.2239599430406,-0.793833198286589
"cv",10,6,35.5575115640201,-0.873318610371712
"cv",10,7,31.9144148596201,-0.819599952635718
"cv",10,8,28.9881990409141,-0.771346072518249
