"","V1","V2","V3","V4"
"cv",5,1,15.7314738755704,-0.662171290122164
"cv",5,2,15.7314738755704,-0.662171290122164
"cv",5,3,17.8331022739658,-0.77077690005714
"cv",5,4,15.8240465576623,-0.664135154773163
"cv",5,5,17.6230866398227,-0.759037703960103
"cv",5,6,17.8331022739658,-0.77077690005714
"cv",5,7,13.3320103563613,-0.506432887061274
"cv",5,8,14.4213109052246,-0.591665363540509
"cv",10,1,33.9857191531557,4.99992839204642
"cv",10,2,33.9922188121954,4.99991848761318
"cv",10,3,38.768068119289,0.0540294583528714
"cv",10,4,34.4125498550171,0.919755337333654
"cv",10,5,38.9485133483376,0.0307731070698079
"cv",10,6,33.9176521945336,2.50730731816712
"cv",10,7,34.488547468983,0.866397733535926
"cv",10,8,33.9805458120989,4.99993089008167
