"","","","","par1","par2"
"cv",5,1,11.8253529821502,0.590197604189602,-2.30330584537246
"cv",5,2,11.348616191282,0.612573809736195,-2.41107546972509
"cv",5,3,12.0446218484871,0.617455859305574,-2.32785122267865
"cv",5,4,11.0374508702319,0.599551851998281,-2.31022783467872
"cv",5,5,10.7786391036013,0.592079977025268,-2.37112236275338
"cv",5,6,13.0018551364198,0.58167252742857,-2.42767614735209
"cv",5,7,11.1046055606124,0.580460752847514,-2.36529931910028
"cv",5,8,14.9595708009488,0.636658119123355,-2.33198182362028
"cv",10,1,28.1489212974802,0.64153616749938,-1.96959990499473
"cv",10,2,30.9363846555197,0.605023597578304,-1.89378192989957
"cv",10,3,27.5595545723043,0.605644275568069,-1.9651397611255
"cv",10,4,33.1240030197211,0.599222803881881,-1.91945680184133
"cv",10,5,28.6921696229586,0.59208252111929,-1.91264606125925
"cv",10,6,24.90420000107,0.592315636033352,-1.86267461523412
"cv",10,7,31.5518816614995,0.58558879362807,-1.95775651121098
"cv",10,8,28.9641505448585,0.604472051564327,-1.98176227380761
