"","","","","par1","par2"
"cv",5,1,15.4204692135564,1.12900536966137,-2.43414602889737
"cv",5,2,15.7916721586166,1.14426261930003,-2.46705077770074
"cv",5,3,16.0881487976232,-0.277277045850604,-1.66549482284185
"cv",5,4,19.7217957883472,2.02313406129775,-2.75659530241707
"cv",5,5,15.6437298229205,1.15198966051532,-2.49910525912122
"cv",5,6,16.6510088422732,1.11403982028853,-2.49221661268215
"cv",5,7,16.0504232111842,1.12635337337279,-2.48099481988517
"cv",5,8,16.5866347857259,1.18323278080108,-2.5002198909202
"cv",10,1,24.7338764970687,-0.196089642915584,-2.41697550261572
"cv",10,2,28.4998675683881,-0.219077159309873,-2.44599163783253
"cv",10,3,35.1834567238148,-0.208147673930456,-2.56043502737576
"cv",10,4,26.9964016408045,-0.215521483342874,-2.44229789542165
"cv",10,5,30.1543856277929,-0.24209915193804,-2.47500021797193
"cv",10,6,28.0401548213049,-0.22171329369258,-2.44690181079047
"cv",10,7,37.4518858323998,-0.240040265057832,-2.60261684258761
"cv",10,8,28.2771728184036,-0.212708925959695,-2.48111661029217
