"","V1","V2","V3","V4"
"cv",5,1,15.7289571393621,-0.250976019429101
"cv",5,2,16.74402434791,-0.35446985032627
"cv",5,3,18.3284444892792,-0.454414919375449
"cv",5,4,16.6502588376337,-0.33246380968074
"cv",5,5,15.4367874502784,-0.219283888406091
"cv",5,6,16.5005849336986,-0.323944751679222
"cv",5,7,16.816827535719,-0.36348941458464
"cv",5,8,15.4588821835596,-0.224497771926382
"cv",10,1,29.9605095212747,-0.256247876935169
"cv",10,2,35.51691929809,-0.506951168548395
"cv",10,3,31.2725163060967,-0.34185003921805
"cv",10,4,34.6964575846024,-0.488534711283332
"cv",10,5,31.8452357235175,-0.378675020943108
"cv",10,6,34.9518095592375,-0.490478571813855
"cv",10,7,30.7780003892805,-0.326510328129175
"cv",10,8,33.6300301139302,-0.444122393299827
