"","V1","V2","V3","V4"
"cv",5,1,13.1062995118048,-1.0454624428767
"cv",5,2,17.0942232566322,-1.12392790942476
"cv",5,3,10.3721436988895,-0.980419452483423
"cv",5,4,11.3597685448835,-1.00547245121961
"cv",5,5,13.6401760832888,-1.05610979690755
"cv",5,6,12.0526205753877,-1.02692747058369
"cv",5,7,17.5463421563816,-1.13025016860737
"cv",5,8,16.3369109899011,-1.10865816152827
"cv",10,1,25.800888214672,-0.937763233616527
"cv",10,2,31.5219438609998,-1.00685430811363
"cv",10,3,32.5681329556803,-1.01910547028664
"cv",10,4,34.4384556840784,-1.03786067442246
"cv",10,5,24.9615450398225,-0.926351507494247
"cv",10,6,27.6164502983005,-0.961509930549211
"cv",10,7,25.2800113985638,-0.930828601956742
"cv",10,8,28.5110819674005,-0.972791867003001
