"","","","","par1","par2","par3"
"cv",5,1,17.1551362195487,-4.99995874574903,3.18365678974054,3.99997053431755
"cv",5,2,16.2936804078906,-4.99995317816296,2.4387232297726,3.9999829323768
"cv",5,3,16.7654529849709,-4.999800517396,3.05194877314603,3.99990436551162
"cv",5,4,17.103459422442,-4.99998837997301,3.16974991363115,3.99994236169091
"cv",5,5,17.2809549682995,-4.99992547608456,3.21927887564681,3.9997975094411
"cv",5,6,17.7300262401834,-4.99980741831161,3.30896359470805,3.9999547809167
"cv",5,7,16.9055587037482,-4.99995049807512,3.10846989909313,3.99999894327065
"cv",5,8,16.4867979096284,-4.99998320926751,2.89297979936385,3.99991281452841
"cv",10,1,34.5110694072223,-4.99986040253256,3.71308809743203,3.99984103343254
"cv",10,2,32.1271982298915,-4.99989956081312,3.6115156214935,3.99746493269249
"cv",10,3,33.5331545407337,-4.99992764172954,3.66700319040479,3.99258327223811
"cv",10,4,32.6833271571521,-4.99962124170401,3.64429609228388,3.99996183561544
"cv",10,5,34.8512142406335,-4.99980283246964,3.71885860808096,3.99935796447464
"cv",10,6,31.7165600628776,-4.99971542234912,3.58841133954149,3.99973200296792
"cv",10,7,33.1475274092118,-4.99999924742656,3.65783790203784,3.99759232341007
"cv",10,8,30.561899483504,-4.99982468632148,3.4990695882469,3.99817580001395
