"","V1","V2","V3","V4"
"cv",5,1,17.3278527173962,1.20965544548427
"cv",5,2,18.2323006149816,0.562800923637667
"cv",5,3,17.0116601983718,3.21867684692596
"cv",5,4,17.4901731473806,1.00965443234892
"cv",5,5,17.0074439010506,3.89353453718678
"cv",5,6,16.9934181447536,4.99993219610604
"cv",5,7,17.0092225938511,3.49696354181804
"cv",5,8,16.9880274958736,4.99993592180553
"cv",10,1,32.4006312576654,0.53144746184337
"cv",10,2,32.6763824010525,0.395592175081888
"cv",10,3,36.5890523118308,-0.147124058385697
"cv",10,4,34.3113733909844,0.0640984996281227
"cv",10,5,33.3086666956473,0.223843785804414
"cv",10,6,32.7209830125009,0.384241565857418
"cv",10,7,35.2497802787914,-0.04346917441172
"cv",10,8,33.9461334250117,0.11690402810185
