"","V1","V2","V3","V4"
"cv",5,1,17.0311964362001,2.9833924092255
"cv",5,2,17.048961883213,2.57785696513359
"cv",5,3,17.0126683824517,3.99994628957306
"cv",5,4,17.0008695706765,3.99993973900153
"cv",5,5,16.9907514020136,3.99993938243616
"cv",5,6,17.0396141053987,2.75990252728445
"cv",5,7,17.0099592341251,3.99994688572531
"cv",5,8,16.9940492710276,3.99993516237863
"cv",10,1,34.2386835501645,0.594647393193251
"cv",10,2,34.3128922021933,0.555571468773511
"cv",10,3,33.8482985505899,0.816130116968845
"cv",10,4,33.968861246927,0.733158945808862
"cv",10,5,33.6406281793041,1.33048718091027
"cv",10,6,34.3551954581195,0.539515896834037
"cv",10,7,34.8790227733516,0.395359761906131
"cv",10,8,33.8295730672706,2.59316650819018
