"","V1","V2","V3","V4"
"cv",5,1,17.1481065641421,-0.219363529108817
"cv",5,2,18.8094650453832,-0.396428707177945
"cv",5,3,15.9226185903939,0.0704541032030401
"cv",5,4,16.5421198442906,-0.14010996358111
"cv",5,5,17.5026694329962,-0.280010429537614
"cv",5,6,20.2036714838166,-0.485867780436749
"cv",5,7,15.5828212503613,0.225190010495439
"cv",5,8,15.5252933304365,0.658838020543535
"cv",10,1,33.5432466453888,0.285160645210994
"cv",10,2,34.0796490689499,0.183829525945731
"cv",10,3,33.8644321748551,0.224036616417177
"cv",10,4,33.2222383178704,0.362359700887163
"cv",10,5,33.1249693853608,0.383851253118469
"cv",10,6,33.1677558873179,0.387653549546774
"cv",10,7,32.77866042139,0.532225184244218
"cv",10,8,37.2064849752889,-0.137642626531661
