"","","","","par1","par2","par3"
"cv",5,1,10.048307882164,-0.130657797498488,-2.42075350206522,-3.53306681258791
"cv",5,2,3.91493775988661,-0.102524681074233,-2.36902329158151,-3.44402562488224
"cv",5,3,7.35841972941203,-0.115196889201073,-2.33804344597717,-3.4272292111553
"cv",5,4,4.35924015077284,-0.0989990056567312,-2.33135879560928,-3.42503419411763
"cv",5,5,15.4817108812346,-0.0218914484076164,-2.69904050105802,-3.44385998678265
"cv",5,6,7.05896284205806,-0.101688793755803,-2.47487030404887,-3.54477076338319
"cv",5,7,12.1865385993115,-0.102390366673393,-2.44630911300167,-3.43770626601155
"cv",5,8,1.86131962911813,-0.0158700374425446,-2.48053445816508,-3.41516451021547
"cv",10,1,28.6418564624326,1.90986024043472,-4.99771472636181,-2.7057698277887
"cv",10,2,12.4750288522715,1.93273195440698,-4.99999992474037,-2.60826829292411
"cv",10,3,21.6470002970874,-0.24486848722362,-1.87608426676963,-2.58839332977548
"cv",10,4,20.7746570707909,-0.037947939695614,-1.88536155636953,-2.56311852067152
"cv",10,5,22.1869065252119,-0.1874342075268,-1.97294159256432,-2.54226984532408
"cv",10,6,7.53794202511615,-0.203398609764354,-2.00146288332121,-2.6024103091878
"cv",10,7,17.0864157935016,2.05407217376607,-4.99967366863087,-2.72582729107074
"cv",10,8,22.0168156826215,-0.276628153782958,-1.87019334652589,-2.65210044635182
