"","V1","V2","V3","V4"
"cv",5,1,16.4605711924249,-0.83677405753752
"cv",5,2,19.6071635349782,-0.918689028566968
"cv",5,3,14.9927499164702,-0.783899901059461
"cv",5,4,16.1294724242839,-0.823533391719507
"cv",5,5,11.1039187481927,-0.586680986871614
"cv",5,6,13.0471896257514,-0.702352998047817
"cv",5,7,15.8905917802801,-0.81336478861309
"cv",5,8,16.8103616395014,-0.842275463458121
"cv",10,1,32.184966145189,-0.982777166731303
"cv",10,2,31.2261528589554,-0.971918323978579
"cv",10,3,24.9517094038197,-0.888712207405949
"cv",10,4,27.7366450014551,-0.927061103004573
"cv",10,5,26.3879496224184,-0.909234931530497
"cv",10,6,30.4675126228652,-0.961813218371211
"cv",10,7,30.5100325694776,-0.963616228994246
"cv",10,8,29.5907388911347,-0.951277692624853
