"","","","","par1","par2"
"cv",5,1,17.0059876589135,3.99999999991785,3.99999999987569
"cv",5,2,17.005992484294,3.99999999931052,3.99999999861419
"cv",5,3,17.0059773643355,3.99999999908183,3.99999999732045
"cv",5,4,17.0059898770723,3.99999999970624,3.99999999992372
"cv",5,5,17.0059917891127,3.99999999977043,3.99999999975702
"cv",5,6,17.0059868691406,3.9999999953625,3.99999999915005
"cv",5,7,17.0059908880312,3.9999999999624,3.99999999910798
"cv",5,8,17.0059912268272,3.99999999982427,3.99999999982757
"cv",10,1,34.08015894916,3.54775904605337,-4.99999999999641
"cv",10,2,34.2232356685336,3.48150837114911,-4.99999999999952
"cv",10,3,34.0119038260564,3.99999999951875,3.99999999923829
"cv",10,4,34.1172168342033,3.51133828836551,-4.9999999999991
"cv",10,5,34.2453868775825,3.45361652962467,-4.99999999997315
"cv",10,6,34.2725076138674,3.4611641155173,-4.99999999999948
"cv",10,7,34.0387107715372,3.55711521549805,-4.99999999999839
"cv",10,8,34.1860023160332,3.49451648130966,-4.9999999999995
