"","V1","V2","V3","V4"
"cv",5,1,15.8548439114583,-0.631436300226699
"cv",5,2,15.4470791413295,-0.614089851613244
"cv",5,3,16.0482950615243,-0.640222191019325
"cv",5,4,14.1349998094401,-0.525866031203137
"cv",5,5,18.1091489938626,-0.729169055413963
"cv",5,6,17.1067827566114,-0.685217540770848
"cv",5,7,15.4410370249722,-0.611626400207539
"cv",5,8,15.0039475229542,-0.583916337459192
"cv",10,1,30.8675465872491,-0.77216859341021
"cv",10,2,30.6467029240264,-0.772202602856222
"cv",10,3,31.8898897855592,-0.794054298861274
"cv",10,4,35.361674205531,-0.847335028226775
"cv",10,5,27.9583339137975,-0.719303495482352
"cv",10,6,28.5479816235848,-0.728422404227454
"cv",10,7,30.5306772521383,-0.767939046416178
"cv",10,8,30.4791987577149,-0.766689520786831
