"","V1","V2","V3","V4"
"cv",5,1,18.6165401890826,-0.688874090445245
"cv",5,2,16.3348228126828,-0.587294907478885
"cv",5,3,15.2763557811229,-0.521024929216643
"cv",5,4,16.3366828387315,-0.586143856170357
"cv",5,5,17.6473873052392,-0.652968685226348
"cv",5,6,16.2142092090927,-0.583182563872404
"cv",5,7,13.7452721719602,-0.384917537339732
"cv",5,8,14.8147365511499,-0.487280518188075
"cv",10,1,31.9493111948939,-0.712507459567611
"cv",10,2,36.0496398606798,-0.786099804468158
"cv",10,3,35.7099546019584,-0.781441049967136
"cv",10,4,27.1356390019379,-0.593617730466555
"cv",10,5,29.3594348003524,-0.658412788628167
"cv",10,6,30.344925843773,-0.680999684775076
"cv",10,7,30.775485996101,-0.689254973755054
"cv",10,8,29.7018510562946,-0.664566686523117
