"","","","","par1","par2"
"cv",5,1,17.0059869083108,-0.872364403467032,2.50816169012596
"cv",5,2,17.0059869083108,2.38305671433613,1.88958178665489
"cv",5,3,17.0059869083108,-0.0606747162562862,2.44810264507958
"cv",5,4,17.0059869083108,-4.68174430913234,-0.469258967787027
"cv",5,5,17.0059869083108,-0.73042449266877,-0.392336222343147
"cv",5,6,17.0059869083108,-0.0153712703125191,2.47166980120155
"cv",5,7,17.0059869083108,-2.8484258747194,1.79067575368552
"cv",5,8,17.0059869083108,0.395897100191041,1.97763064056591
"cv",10,1,34.0119738166215,0.124222381684174,2.214383978121
"cv",10,2,34.0119738166215,3.82283377251588,-4.04260608437471
"cv",10,3,34.0119738166215,2.00001186016016,2.49595864519841
"cv",10,4,34.0119738166215,-3.27000939354265,-1.44512596179759
"cv",10,5,34.0119738166215,-3.85170126090539,1.73998626227532
"cv",10,6,34.0119738166215,-4.22599205680737,2.54786188168721
"cv",10,7,34.0119738166215,1.68252508016303,2.66516120466977
"cv",10,8,34.0119738166215,-3.71068092025039,-3.1331603450235
