"","","","","par1","par2","par3"
"cv",5,1,1.91658849802064,-0.754123317034134,-0.672569295672725,-4.99999982901634
"cv",5,2,6.33082561489737,-0.775073778896403,-0.661290175118537,-4.99999878568561
"cv",5,3,8.24718132304918,-0.753278792349682,-0.669764110288011,-4.99999950516778
"cv",5,4,12.7409080360979,-0.423339493031223,-0.687111901715712,-4.99993949479285
"cv",5,5,7.18623494851489,-0.681904758459972,-0.680487471272039,-4.9999908440097
"cv",5,6,15.6533002526364,-0.589085481923333,-0.686291782858639,-4.99997485256097
"cv",5,7,4.22806759700569,-0.680294663370637,-0.702679991765641,-4.99999264088051
"cv",5,8,15.8995015546699,-0.685124436564131,-0.680567229448096,-4.99999996806574
"cv",10,1,20.0450340267641,-0.745933416907076,-0.656319116325335,-4.99999999456511
"cv",10,2,12.0835999724809,-0.768031763527788,-0.658577379988098,-4.99999988065569
"cv",10,3,25.90950866279,-0.751714137071439,-0.648851124583695,-4.99999997061526
"cv",10,4,31.5840299752283,-0.736295689132649,-0.650888748398448,-4.99999980456343
"cv",10,5,18.4550403221349,-0.754142558017051,-0.650602933125041,-4.9999999524974
"cv",10,6,22.1558545674597,-0.739356542913624,-0.65161068996072,-4.99999999140845
"cv",10,7,24.0812360812059,-0.755349727973376,-0.649789615964928,-4.99999999123582
"cv",10,8,23.9893002177732,-0.75019199880928,-0.649648492236699,-4.99999997871309
