"","V1","V2","V3","V4"
"cv",5,1,16.7897891401667,-1.01540713482258
"cv",5,2,14.393963688936,-0.960880306373292
"cv",5,3,11.5384381945804,-0.887279422086735
"cv",5,4,20.0264700075501,-1.07628497919868
"cv",5,5,14.1777104559309,-0.96168628890634
"cv",5,6,13.6788602550224,-0.94313524590737
"cv",5,7,10.6652828464973,-0.860624798625096
"cv",5,8,15.3589578768696,-0.983872070555419
"cv",10,1,22.794853857209,-1.16206314535247
"cv",10,2,26.8371631762571,-1.1935240231903
"cv",10,3,27.6869409161777,-1.205885811559
"cv",10,4,35.0049204864469,-1.25920891510585
"cv",10,5,26.9960621637209,-1.19842618548163
"cv",10,6,21.0856857505015,-1.1504894959794
"cv",10,7,18.6834040732638,-1.12710049837234
"cv",10,8,28.0906153812733,-1.2081906066003
