"","","","","par1","par2","par3"
"cv",5,1,19.0705537071148,-0.228011470825687,-0.660573975758913,-4.99999833266739
"cv",5,2,14.8452854671292,-0.354352029444434,-0.610715717177121,-4.738353747753
"cv",5,3,15.9338802312372,-0.303192147284355,-0.674196396173023,-4.9626981489958
"cv",5,4,12.35893944388,-0.169927458702408,-0.69664172326978,-4.42286982656246
"cv",5,5,4.72407162899777,-0.277247596458294,-0.668776817613877,-4.90568088327902
"cv",5,6,9.81947186882025,-0.287057627885186,-0.662885816594207,-4.86687825313832
"cv",5,7,7.38541951319157,-0.27400539557746,-0.683336235162184,-4.92407689847889
"cv",5,8,13.2915096995927,-0.278753120274887,-0.670732467457896,-4.91391997524138
"cv",10,1,18.8604423976665,-0.283985278763858,-0.67744733234456,-3.42838664657964
"cv",10,2,21.3878841875365,-0.33256341450713,-0.678046473770836,-3.49455868450139
"cv",10,3,26.3932892416952,-0.137003982085154,-0.661014082781288,-3.43782385252291
"cv",10,4,21.8114920688694,-0.269606894295579,-0.69259842350712,-3.4209067491905
"cv",10,5,23.7871024380593,-0.366282497692777,-0.671954848001101,-3.53253326191892
"cv",10,6,30.3430894352318,-0.323358641825413,-0.556357093944067,-3.58721498190159
"cv",10,7,28.8325300478215,-0.274107242608023,-0.682133999286615,-3.51732608229209
"cv",10,8,31.7403997163304,-0.234850043940886,-0.680884862972905,-3.57232892331294
