"","","","","par1","par2"
"cv",5,1,17.0059873726626,3.99999999993191,3.99999999924818
"cv",5,2,17.0059915335262,3.99999999989102,3.99999999976454
"cv",5,3,17.0059899386955,3.99999999977117,3.99999999894741
"cv",5,4,17.0059890478391,3.99999999910896,3.99999999819212
"cv",5,5,17.0059910428094,3.99999999980343,3.99999999191346
"cv",5,6,17.0059898248074,3.99999999719361,3.99999998818351
"cv",5,7,17.0059890773658,3.99999999958042,3.99999999855095
"cv",5,8,17.0059891103257,3.99999999988645,3.99999999982616
"cv",10,1,34.0119876204266,3.99999999998316,3.99999999898664
"cv",10,2,34.0119866304899,3.99999999991156,3.99999999773835
"cv",10,3,34.0119823093915,3.99999999996217,3.99999996698078
"cv",10,4,34.011978996483,3.99999999966454,3.99999999864633
"cv",10,5,34.011975045133,3.99999999668981,3.9999999986774
"cv",10,6,34.01198027496,3.99999999999646,3.99999999877663
"cv",10,7,34.0119875082558,3.99999999990628,3.99999999856266
"cv",10,8,34.0119855331627,3.99999999991259,3.99999999976245
