"","V1","V2","V3","V4"
"cv",5,1,16.7494747832547,-0.317624096572574
"cv",5,2,14.8016189530578,-0.0148510290767272
"cv",5,3,17.7601728919721,-0.397608936667994
"cv",5,4,16.47588761381,-0.307513879074451
"cv",5,5,16.9742048491588,-0.355973114636841
"cv",5,6,17.3801583535511,-0.374575043547048
"cv",5,7,15.7741995933626,-0.226188802629859
"cv",5,8,16.5284688757263,-0.297678638838808
"cv",10,1,34.7812994062909,-0.66042482137303
"cv",10,2,31.6583124817484,-0.571645255894517
"cv",10,3,26.715831764134,-0.385823220939237
"cv",10,4,34.8664553464882,-0.658448012532644
"cv",10,5,30.6917497789407,-0.546602660423494
"cv",10,6,31.7955843468531,-0.577045953234467
"cv",10,7,30.6089905496824,-0.543653303280133
"cv",10,8,36.8973041914936,-0.69190312555717
