"","","","","par1","par2"
"cv",5,1,16.810998675308,-4.99999999999984,-1.76207665962538
"cv",5,2,16.7277160636674,-4.99999999999323,-1.71295556066423
"cv",5,3,16.7140433462677,-4.99999999999817,-1.70467562468502
"cv",5,4,16.7465629048126,-4.99999999999929,-1.72293289310675
"cv",5,5,16.7361567733989,-4.99999999999909,-1.71868435044745
"cv",5,6,16.7435537111643,-4.99999999999904,-1.72368446876229
"cv",5,7,16.7958710206822,-4.99999999999936,-1.75208472692687
"cv",5,8,16.7372084234651,-4.99999999999951,-1.72193965626875
"cv",10,1,32.6291694601547,-4.9999999999961,-2.01781387071547
"cv",10,2,32.7932730085896,-4.99999999999813,-2.05430389632027
"cv",10,3,32.5264605415421,-4.99999999999921,-2.00072453874226
"cv",10,4,32.439919125288,-4.99999999999775,-1.99177026545832
"cv",10,5,32.6788623041654,-4.99999999999796,-2.0295463881621
"cv",10,6,32.6307771145901,-4.99999999999751,-2.00477242109632
"cv",10,7,32.5261579493576,-4.99999999999832,-2.00295773810969
"cv",10,8,32.4894435467748,-4.99999999999852,-1.99767075727957
