"","","","","par1","par2"
"cv",5,1,18.7141983368312,-4.99999999999973,-1.4828534616749
"cv",5,2,16.0354375348483,-4.99999999998663,-1.35687347273619
"cv",5,3,15.2005597501509,-4.99999999999813,-1.30194985231976
"cv",5,4,16.0872576742702,-4.99999999999852,-1.35332595168266
"cv",5,5,17.9694169726398,-4.58093746750867,-1.46230662997476
"cv",5,6,16.4152172808254,-4.99999999999071,-1.38923845496342
"cv",5,7,13.7302324321096,-4.99999999999868,-1.19310094065693
"cv",5,8,14.6374584256783,-4.99999999999962,-1.25483955038743
"cv",10,1,31.5759618613292,-4.99999999999935,-1.62131171278655
"cv",10,2,35.2184133556414,-4.99999999999789,-1.66519813348773
"cv",10,3,35.0184988943759,-4.99999999999822,-1.66183258001663
"cv",10,4,25.5394649493714,-4.9999999999998,-1.50091337748852
"cv",10,5,27.9487793257384,-4.99999999999978,-1.55858050053288
"cv",10,6,29.5205993494088,-4.99999999999784,-1.58659525388522
"cv",10,7,29.9617853871122,-4.99999999999844,-1.5905315831944
"cv",10,8,29.7032671792783,-4.99999999999806,-1.6011594714797
