"","V1","V2","V3","V4"
"cv",5,1,16.04063342119,-0.00770996045119195
"cv",5,2,16.3440254972228,-0.0783185500999622
"cv",5,3,18.1778951116501,-0.300861432677849
"cv",5,4,17.7289660803441,-0.253381055307126
"cv",5,5,16.941207104189,-0.182198434559033
"cv",5,6,15.3203280542341,0.360749542430984
"cv",5,7,16.5144680388701,-0.0985005881562104
"cv",5,8,17.5196209292753,-0.245405953370098
"cv",10,1,34.7981212806869,-0.285900154565751
"cv",10,2,35.2600143106609,-0.318248668658549
"cv",10,3,31.7879867456339,0.0204054399182314
"cv",10,4,35.3452510315959,-0.32109713197523
"cv",10,5,31.5048882135812,0.0898935960232174
"cv",10,6,34.6191875420839,-0.273945946102368
"cv",10,7,31.7509416558578,0.030711005411004
"cv",10,8,34.0705273875898,-0.229995817688489
