"","","","","par1","par2","par3"
"cv",5,1,14.9216929384963,-4.99987850399864,3.78167873442069,3.99922411010506
"cv",5,2,15.9558372577281,-4.99932191183521,3.79996369391849,3.96464637305481
"cv",5,3,16.8560362474577,-4.99970942954123,3.79738684742675,3.90363533860261
"cv",5,4,16.1761263273433,-4.99992026358246,3.79692674698216,3.93739657601862
"cv",5,5,17.9245925137353,-4.99985187238841,3.72779720943817,3.78391485082119
"cv",5,6,15.2310408027675,-4.99868148987431,3.79985833191592,3.99047948971855
"cv",5,7,17.7004322057748,-4.99989439787185,3.79774685077385,3.87167808157526
"cv",5,8,13.9763155773817,-4.99937399805657,3.70488340678459,3.9976555002029
"cv",10,1,23.9976489316095,-4.99999993558358,-1.90207295135079,-1.97996984977538
"cv",10,2,26.1859117827757,-4.99999753754198,-1.84775985795465,-2.02216647553194
"cv",10,3,26.998691273699,-4.99999730805532,-1.93068068047723,-2.05579674224756
"cv",10,4,17.7642252660563,-4.99998687347653,-1.77986797041278,-1.89212883499614
"cv",10,5,33.2258456197403,-4.99998911533131,-1.83111512630211,-2.06795105203251
"cv",10,6,37.8919542767123,-4.99999890781297,-1.80764903466381,-2.0872206448493
"cv",10,7,24.6353031745819,-4.99999980131127,-1.88201363643127,-2.00629781883489
"cv",10,8,34.0889196686166,-4.99999997771101,-1.85414531643719,-2.07086743611248
