"","","","","par1","par2"
"cv",5,1,13.3871257393399,1.7954030822386,-2.40518956232265
"cv",5,2,15.9302883162107,1.82289301186641,-2.37835349934716
"cv",5,3,10.7091111731525,1.82653988784765,-2.43053081316195
"cv",5,4,15.1124229191614,1.85355112880707,-2.49325996536461
"cv",5,5,10.3721669309372,1.79236012835372,-2.3531067443777
"cv",5,6,14.0291995486376,1.8031796172444,-2.39385813620631
"cv",5,7,17.131803170183,1.80317961722482,-2.40235957363251
"cv",5,8,9.51760182205117,1.75419097957541,-2.34018397631848
"cv",10,1,31.6495111263411,1.92065638645912,-2.04707452984106
"cv",10,2,31.739491813686,1.96276421043255,-2.02133429061177
"cv",10,3,25.4158837680586,1.93680993086444,-1.99009643414498
"cv",10,4,29.3117615495049,1.92897041490361,-1.96033852074573
"cv",10,5,26.5393438013024,1.9139099358285,-1.97897240199309
"cv",10,6,31.9678746403735,1.94348671208423,-2.00949984387375
"cv",10,7,28.035183764468,1.82954027818962,-1.9721073799371
"cv",10,8,30.8669233721859,1.91988079551383,-2.02933068121951
