"","","","","par1","par2"
"cv",5,1,17.0059894990949,3.99999999976447,3.99999999858169
"cv",5,2,17.0059919007093,3.99999999911464,3.99999999854961
"cv",5,3,17.0059899281868,3.99999999995658,3.99999999989967
"cv",5,4,17.0059885258789,3.99999999982513,3.99999999937551
"cv",5,5,17.0059878315631,3.99999999960749,3.9999999999798
"cv",5,6,17.0059881470456,3.99999999976465,3.99999999788205
"cv",5,7,17.0059879130577,3.99999999976073,3.99999999980135
"cv",5,8,17.005988016438,3.99999999894665,3.9999999994203
"cv",10,1,34.0119730624999,3.99999999876125,3.99999999955856
"cv",10,2,34.0119926227466,3.99999999992624,3.99999999900363
"cv",10,3,34.0119731067969,3.9999999989041,3.99999999891315
"cv",10,4,34.0119791095043,3.99999999990377,3.99999999774391
"cv",10,5,34.0119839797932,3.99999999966263,3.99999999939464
"cv",10,6,34.0119738166216,3.99999999946754,3.99999999978486
"cv",10,7,34.0119876087683,3.99999999884878,3.9999999976062
"cv",10,8,34.0119911812704,3.99999999909957,3.99999999315394
