"","","","","par1","par2"
"cv",5,1,17.8428770126415,-2.39799325272608,-0.545262830561595
"cv",5,2,15.2813355464608,0.0438003485908078,-0.345793829603007
"cv",5,3,16.5226970121761,-2.9459618293768,-0.462732224301891
"cv",5,4,16.2185995110041,-4.75894393297809,-0.433643526391789
"cv",5,5,15.2000717807062,1.63118360397179,-0.338380933465171
"cv",5,6,17.4106241409979,-1.64842321636891,-0.520755917538065
"cv",5,7,16.9553979781763,2.64768491157118,-0.49201299143659
"cv",5,8,15.2562484679035,3.49019951924546,-0.345172074176475
"cv",10,1,28.9278118710491,-4.34874944539136,-0.710163570887589
"cv",10,2,33.8019672322769,1.45483924633108,-0.798661655832866
"cv",10,3,32.9044362786141,1.66224006071013,-0.785425318498911
"cv",10,4,29.9865927079317,-1.28530925153981,-0.730757874955371
"cv",10,5,31.9177139028972,-4.47119695207556,-0.768780877765168
"cv",10,6,27.8269747970599,-2.33998750214364,-0.68470351050253
"cv",10,7,28.702511687183,-4.86089571192861,-0.705506916570021
"cv",10,8,33.5815811625763,-4.14714912695799,-0.796357974893132
