"","","","","par1","par2"
"cv",5,1,17.0708271378247,0.519767765112993,-2.24681471147406
"cv",5,2,15.3896281152647,0.441204137699261,-2.13915300437317
"cv",5,3,14.6953743268194,0.452201112494626,-2.2071471235406
"cv",5,4,12.3386550543432,0.44484068273662,-2.10926005919023
"cv",5,5,14.5966392070282,0.432557089715385,-2.126315989181
"cv",5,6,15.9883309292304,0.432698872359764,-2.18339066487717
"cv",5,7,13.2845178443849,0.424547112010209,-2.25267952849802
"cv",5,8,7.59822458436479,0.42358679008732,-2.06735529291718
"cv",10,1,25.3553449782504,0.547817811484857,-1.73949826845179
"cv",10,2,47.8782040749221,0.697054825572035,-1.93882266725469
"cv",10,3,29.3895031856218,0.540711121806193,-1.79947387263983
"cv",10,4,30.3386660425567,0.535356742510434,-1.84159460262726
"cv",10,5,30.1566550540919,0.532769759862554,-1.85419300799938
"cv",10,6,30.7287703521182,0.540683483358136,-1.92279191233063
"cv",10,7,31.0950020934198,0.542769248900308,-1.81715048390472
"cv",10,8,31.6995580178991,0.532484133535708,-1.92251906984887
