"","V1","V2","V3","V4"
"cv",5,1,13.9531188886836,-0.677829789874674
"cv",5,2,13.867553151771,-0.671810022235524
"cv",5,3,15.0995467415165,-0.723049868944082
"cv",5,4,16.6287753179109,-0.784836967956486
"cv",5,5,18.1437847493583,-0.830222465479348
"cv",5,6,16.0563027232672,-0.762738589669479
"cv",5,7,14.4009368311464,-0.693601498987039
"cv",5,8,16.2257433076233,-0.761529398219011
"cv",10,1,31.0063741616412,-0.648094606578461
"cv",10,2,33.3788047701393,-0.701968409179157
"cv",10,3,31.4787912950257,-0.659949928877464
"cv",10,4,31.9503448753936,-0.670458777444191
"cv",10,5,30.7816037744755,-0.643787517322141
"cv",10,6,30.8171118302644,-0.642453531375599
"cv",10,7,29.7363490247752,-0.615483643599549
"cv",10,8,32.8026494271312,-0.689655677774378
