"","V1","V2","V3","V4"
"cv",5,1,16.5081717773299,-0.49921415818778
"cv",5,2,14.051326702069,-0.304696018216177
"cv",5,3,18.2850063232391,-0.604580901018937
"cv",5,4,16.6459156924325,-0.51381308261841
"cv",5,5,15.6825603535674,-0.435349950032123
"cv",5,6,15.7404552401046,-0.455851378847918
"cv",5,7,16.1348383784946,-0.475921643047456
"cv",5,8,16.6863666494814,-0.515211137140783
"cv",10,1,33.928514496112,-0.345143147015182
"cv",10,2,33.9200924043114,-0.336553788457886
"cv",10,3,34.2824067425449,-0.359585766557316
"cv",10,4,32.0778631353001,-0.231865378755376
"cv",10,5,33.0032297737859,-0.300900570176327
"cv",10,6,34.3584157747898,-0.368269659271541
"cv",10,7,30.8194738178241,-0.121162450003208
"cv",10,8,32.4078804396681,-0.268554031535535
