"","","","","par1","par2"
"cv",5,1,15.7914683492954,0.685573352862377,-2.06758017424893
"cv",5,2,13.161272589516,0.677129957808836,-2.02949796602132
"cv",5,3,10.0000270976463,0.669991622012913,-1.94106873532228
"cv",5,4,12.5990151245455,0.733112400693013,-1.97213090625726
"cv",5,5,10.5883441443177,0.680240782557087,-1.92461350029054
"cv",5,6,12.4976495008528,0.672702322031083,-1.98160819600331
"cv",5,7,14.8539384183587,0.666876629067687,-2.0629939789211
"cv",5,8,15.7658779708416,0.673655220227159,-1.98756736048357
"cv",10,1,33.0134891496083,0.751276789931309,-1.76171724998193
"cv",10,2,27.6533958275479,0.745637001719155,-1.59230639513843
"cv",10,3,32.3864492539187,0.731242789520921,-1.69102549387791
"cv",10,4,30.2359822074594,0.720976069035345,-1.64550408859148
"cv",10,5,30.4895418643735,0.734711897902135,-1.68378121249442
"cv",10,6,28.2276611553552,0.770231225821041,-1.65477305450282
"cv",10,7,34.6308503577872,0.732064442204645,-1.69931018471382
"cv",10,8,29.6742247334354,0.711101463894455,-1.66414909211162
