"","V1","V2","V3","V4"
"cv",5,1,17.011837547369,4.9999326802216
"cv",5,2,17.0131852414259,4.99993176588842
"cv",5,3,17.0064469327993,4.99993651597883
"cv",5,4,17.0059988166699,4.99993695594613
"cv",5,5,17.0059988166699,4.99993695594613
"cv",5,6,16.999708579652,4.99993996507396
"cv",5,7,17.0131853417484,4.99993177420923
"cv",5,8,17.0104886960457,4.99993333652622
"cv",10,1,34.0122298749505,4.99992972985228
"cv",10,2,34.0189681177491,4.9999264201711
"cv",10,3,34.0050429504211,4.99993218856557
"cv",10,4,34.0167173378537,4.9999275080955
"cv",10,5,34.0054910674015,4.99993201528605
"cv",10,6,34.0243582566701,4.99995921053677
"cv",10,7,34.0207669906105,4.99992527360066
"cv",10,8,34.0180692431848,4.99992688286999
