"","V1","V2","V3","V4"
"cv",5,1,11.9226159434863,-0.731487410455205
"cv",5,2,16.4422057739873,-0.890564409912321
"cv",5,3,18.0709569775579,-0.927969935809846
"cv",5,4,15.2910709004778,-0.854267899119595
"cv",5,5,14.5081338195515,-0.830492622189756
"cv",5,6,16.8636265061653,-0.897354247555615
"cv",5,7,17.1525435014676,-0.909035660378735
"cv",5,8,11.3049825713168,-0.708360363828
"cv",10,1,29.654036022972,-0.863496218587504
"cv",10,2,32.3895152002084,-0.901495071608945
"cv",10,3,29.0233760035547,-0.85254740664782
"cv",10,4,27.6245781177384,-0.829835444993055
"cv",10,5,29.1926281522774,-0.855894605236718
"cv",10,6,31.0669712605725,-0.883915355841309
"cv",10,7,30.4399524142665,-0.87439412606173
"cv",10,8,29.9699898253827,-0.867485061255444
