"","V1","V2","V3","V4"
"cv",5,1,18.2147478313123,-0.428120175851104
"cv",5,2,15.2703136317995,-0.0899920284976534
"cv",5,3,18.2884058039526,-0.431413403002997
"cv",5,4,16.3147980995714,-0.24591148791171
"cv",5,5,18.4747007488811,-0.447289346650217
"cv",5,6,15.2043307781508,-0.0959264123407491
"cv",5,7,15.8124348063388,-0.193464589703655
"cv",5,8,15.8043761554781,-0.207114088230848
"cv",10,1,33.5069706037263,-0.497761733133432
"cv",10,2,30.7776718869073,-0.382267619301758
"cv",10,3,31.4201454071184,-0.409223186278318
"cv",10,4,34.1570685390729,-0.514577537622444
"cv",10,5,31.2966351149679,-0.411514587520411
"cv",10,6,28.8660300794178,-0.279737561527413
"cv",10,7,34.0399419473447,-0.510952442575788
"cv",10,8,37.6486785276196,-0.616627074461728
