"","","","","par1","par2"
"cv",5,1,15.6715068908669,-4.76465649686441,-0.981418934827933
"cv",5,2,16.1390701755712,-4.66056053524982,-1.02672040742382
"cv",5,3,17.0652530723771,-4.794098720353,-1.12524671053075
"cv",5,4,16.91733762031,-4.7937918882949,-1.11924084156445
"cv",5,5,17.6191618688366,-4.79780067915667,-1.16157270942063
"cv",5,6,15.887823796837,-4.81973880642809,-1.00006876559536
"cv",5,7,17.7306583741994,-4.77595659855711,-1.17255958801134
"cv",5,8,15.1542394920029,-4.83109517358561,-0.886939844282141
"cv",10,1,23.8625166044533,-2.08393096477989,-1.71126712053671
"cv",10,2,27.5752935942725,-2.10950568757243,-1.75574968808972
"cv",10,3,27.0044856088083,-2.00233763365964,-1.74397879514436
"cv",10,4,21.3793369441726,-2.45957185341798,-1.65805818038574
"cv",10,5,33.5397933275214,-2.16767853123235,-1.81774954972348
"cv",10,6,38.9886546080568,-2.09398770429486,-1.87188642318067
"cv",10,7,26.2258293565953,-2.09522099039311,-1.74066182134406
"cv",10,8,34.7318754390996,-2.08179838087885,-1.82473305746155
