"","","","","par1","par2"
"cv",5,1,15.0422087306083,0.219626741747966,-0.660080501056082
"cv",5,2,15.2486856274489,0.282864275929431,-0.668236849890353
"cv",5,3,15.253189546785,3.17955849632588,-0.668277332668869
"cv",5,4,15.9354478113373,3.03332818466328,-0.697445092041834
"cv",5,5,17.1484967010317,3.43411431070868,-0.747973143507566
"cv",5,6,14.3464264402964,3.07144959906698,-0.621499816295159
"cv",5,7,16.1757239396958,2.13065669084941,-0.713128044220071
"cv",5,8,16.4208025359207,-0.383025856871283,-0.718084382081953
"cv",10,1,30.7644867458146,-2.46924817114501,-0.736132504371876
"cv",10,2,31.7065774959328,-0.401156079955399,-0.752320997845717
"cv",10,3,30.4336636563585,-3.16803456493653,-0.728546111050652
"cv",10,4,28.1221924866105,0.51247616186738,-0.676957121923195
"cv",10,5,25.3056205952885,2.97340894327499,-0.602036770412936
"cv",10,6,32.6489335520747,-4.5237201786046,-0.769890722573627
"cv",10,7,36.3541130992138,2.64571164707435,-0.82915185682202
"cv",10,8,33.6935230969782,0.375608650980148,-0.788924310195826
