"","V1","V2","V3","V4"
"cv",5,1,16.9940938293845,4.99994046985373
"cv",5,2,16.9989479061913,0.828189699774876
"cv",5,3,17.2154691142992,0.599335911571077
"cv",5,4,17.0749479507017,0.729670934061824
"cv",5,5,16.8858409987733,2.41528046968653
"cv",5,6,17.2154691142992,0.599335911571077
"cv",5,7,17.0986624208827,0.702631831662761
"cv",5,8,17.9037358520094,0.292330310790396
"cv",10,1,35.7445369805527,-0.477247071142805
"cv",10,2,32.2056211953176,-0.277774010104115
"cv",10,3,33.4937073210097,-0.377683404718667
"cv",10,4,30.3604359867023,-0.105871977250007
"cv",10,5,30.7902098953363,-0.146090007015485
"cv",10,6,33.1830019218096,-0.335848899860173
"cv",10,7,35.1256551458965,-0.445435229851402
"cv",10,8,33.8853992747261,-0.392842874606148
