"","","","","par1","par2"
"cv",5,1,17.005433936248,3.99999999988889,3.99999999984495
"cv",5,2,17.0068280159981,3.99999999478311,3.99999999668041
"cv",5,3,17.0054557253659,3.99999999960418,3.99999999996946
"cv",5,4,17.0066184019638,3.99999999990411,3.99999999940243
"cv",5,5,17.0069306853548,3.99999999981301,3.99999999921504
"cv",5,6,17.006618401965,3.99999999923779,3.99999999885945
"cv",5,7,17.0059093085625,3.99999999990978,3.9999999977441
"cv",5,8,17.0068066538022,3.99999999925075,3.99999999985572
"cv",10,1,34.0132375445088,3.99999999817121,3.99999999802088
"cv",10,2,34.0135404098776,3.99999999911258,3.99999998764407
"cv",10,3,34.0114566567562,3.99999999929445,3.9999999974174
"cv",10,4,34.0113983019827,3.99999999968504,3.99999999573629
"cv",10,5,34.0107892529738,3.99999999928696,3.99999999986235
"cv",10,6,34.0134789299717,3.99999999949556,3.99999997997644
"cv",10,7,34.0136977421986,3.99999999930116,3.99999999595253
"cv",10,8,34.0107990085797,3.99999999992055,3.99999999581369
