"","","","","par1","par2"
"cv",5,1,21.577141243617,-0.63104141060953,-4.99999999999996
"cv",5,2,9.37907576188259,-0.69668078371032,-4.99999999999985
"cv",5,3,14.0973294991413,-0.675475604077102,-4.99999999999886
"cv",5,4,16.0541550725523,-0.662432613647507,-4.99999999999992
"cv",5,5,11.1538200034892,-0.683761338286363,-4.9999999999998
"cv",5,6,16.0302419086988,-0.663015636757161,-4.9999999999993
"cv",5,7,9.12846913859772,-0.698766073103745,-4.99999999999999
"cv",5,8,8.30668045716076,-0.702465535549543,-4.99999999999647
"cv",10,1,24.0508310752877,-0.675831205680649,-4.99999999999935
"cv",10,2,23.4055058314542,-0.672263818091575,-4.9999999999993
"cv",10,3,21.5004169061815,-0.67572002562369,-4.99999999999972
"cv",10,4,39.58735881471,-0.632423943497763,-4.9999999999979
"cv",10,5,31.3914132636309,-0.653470120118499,-4.99999999999975
"cv",10,6,18.6382452891474,-0.686963275048005,-4.99999999999888
"cv",10,7,16.3569287691858,-0.68753186413555,-4.99999999999989
"cv",10,8,23.4590746272417,-0.671841607599594,-4.99999999999999
