"","","","","par1","par2"
"cv",5,1,15.4576539084896,1.72652675133219,-1.93616775725113
"cv",5,2,14.2478057901893,2.54966653469288,-1.62732044517042
"cv",5,3,14.4980789417105,2.56429456101976,-1.62203525324837
"cv",5,4,14.1672546723515,1.87329990364152,-1.7192557233527
"cv",5,5,19.7653315119544,2.63257126759758,-1.60447827347033
"cv",5,6,18.0749739941046,1.85259636391682,-1.89303950755264
"cv",5,7,14.9638222252043,1.90255736468855,-1.76609229372746
"cv",5,8,15.4343651642968,2.5657913813277,-1.68554599409552
"cv",10,1,35.2586068466572,2.344713075012,-0.926310883984364
"cv",10,2,35.0588796780656,2.5101705137871,-0.956416922179095
"cv",10,3,31.1273521525497,0.0350425566163869,-2.25111195337403
"cv",10,4,36.0034772488831,2.5111164655254,-0.968754813954726
"cv",10,5,33.2016550471279,2.65603132529501,-0.898481260173152
"cv",10,6,41.2139025397243,1.47482267244561,-1.37816989512619
"cv",10,7,29.9678180006351,0.0190767266075112,-2.20217092219124
"cv",10,8,31.0306316298502,2.53168273146176,-0.828380367646035
