"","V1","V2","V3","V4"
"cv",5,1,19.0845843234518,-0.95191987146826
"cv",5,2,13.6541263439306,-0.816027718772173
"cv",5,3,15.0248025030344,-0.858938152950882
"cv",5,4,14.5114682177029,-0.842808655567182
"cv",5,5,13.5177611236088,-0.796049670403113
"cv",5,6,15.5346378537026,-0.891458497407441
"cv",5,7,13.6896242301569,-0.824764128290089
"cv",5,8,15.5385962662722,-0.873576074391148
"cv",10,1,33.5426630670823,0.00512592460334573
"cv",10,2,33.8879316607275,-0.0297450789470083
"cv",10,3,34.3594669384506,-0.0742082407647641
"cv",10,4,33.3997348451543,0.0108082919528096
"cv",10,5,32.8676862845985,0.148656843755063
"cv",10,6,35.2014416949965,-0.159652368993971
"cv",10,7,33.2029629738356,0.0638785669079885
"cv",10,8,32.7907414290741,0.12471357296067
