"","","","","par1","par2"
"cv",5,1,17.0837770419287,-4.31685683480464,0.164443690636934
"cv",5,2,16.4339019964108,-0.860513722417126,0.519818444797737
"cv",5,3,17.8300282722165,2.15966840270696,-0.00759570221982745
"cv",5,4,16.4364994084492,-1.56809484811286,0.5176543025963
"cv",5,5,16.6444629926961,2.60541037507202,0.348346709724328
"cv",5,6,16.6116498909281,-1.21071906085126,0.369551716187063
"cv",5,7,18.0277641427115,-2.01663633924909,-0.0424071584067017
"cv",5,8,16.6641821011411,-0.989648542204359,0.337783281919246
"cv",10,1,32.0446624656111,2.43535067868325,0.0304278921123329
"cv",10,2,34.5231756150554,3.460726326761,-0.20100362833853
"cv",10,3,32.8212862325992,-2.32472650498693,-0.0654265027591726
"cv",10,4,33.2583548331509,2.44858311240719,-0.106816853540163
"cv",10,5,32.3361533748624,-3.42414820753038,-0.00857622234519061
"cv",10,6,34.4584049321522,-0.728897835907491,-0.196062357024461
"cv",10,7,34.2545540091029,-2.40210193240418,-0.185186179660601
"cv",10,8,33.3859338398814,-0.216527895366847,-0.117485955914411
